requirement_id,id_number,summary,text,context,verification,actor,conformance,conditional,source
REQ-1063,1063,"Server SHALL support searching using patient, category and date search parameters","""SHALL support searching using the combination of the [patient] and [category] and [date] search parameters""",Mandatory search capability for servers supporting US Core interactions for this profile,Test,Servers supporting US Core interactions,SHALL,False,Section 14.141.3.1
REQ-1064,1064,Each Observation must have a status,"""Each Observation Must Have: 1. a status""",All smoking status observations must include a status field to indicate the current state of the observation data.,Test,US Core Smoking Status Observation implementers,SHALL,False,Section 14.163.1
REQ-1065,1065,"Each Observation must have a category code of ""social-history""","""Each Observation Must Have: 2. a category code of \""social-history\""""",Smoking status observations must be categorized as social history to ensure proper classification and searchability.,Test,US Core Smoking Status Observation implementers,SHALL,False,Section 14.163.1
REQ-1066,1066,Each Observation must have a code for smoking observation,"""Each Observation Must Have: 3. a code for smoking observation*""","A specific code must be present to identify the observation as related to smoking status, enabling proper identification and retrieval.",Test,US Core Smoking Status Observation implementers,SHALL,False,Section 14.163.1
REQ-1067,1067,Each Observation must have a patient,"""Each Observation Must Have: 4. a patient""",The observation must be associated with a specific patient to ensure proper attribution and medical record association.,Test,US Core Smoking Status Observation implementers,SHALL,False,Section 14.163.1
REQ-1068,1068,Each Observation must have when the observation occurred,"""Each Observation Must Have: 5. when the observation occurred""",Temporal information is required to establish when the smoking status was assessed or recorded.,Test,US Core Smoking Status Observation implementers,SHALL,False,Section 14.163.1
REQ-1069,1069,Each Observation must have a performer,"""Each Observation Must Have: 6. a performer*""",The observation must identify who was responsible for making or recording the smoking status assessment.,Test,US Core Smoking Status Observation implementers,SHALL,False,Section 14.163.1
REQ-1070,1070,Each Observation must have a result value,"""Each Observation Must Have: 7. a result value*""",The actual smoking status value or result must be present to convey the clinical information.,Test,US Core Smoking Status Observation implementers,SHALL,False,Section 14.163.1
REQ-1071,1071,Observation status must use US Core Status value set,"""Observation.status SHALL be from the US Core Status for Smoking Status Observation value set with required binding""",The status field must conform to a specific value set to ensure consistent status reporting across implementations.,Test,US Core Smoking Status Observation implementers,SHALL,False,Section 14.163.2.1
REQ-1072,1072,Category SocialHistory must have fixed coding system,"""Observation.category:SocialHistory coding system Fixed Value: http://terminology.hl7.org/CodeSystem/observation-category""",The social history category must use the specified terminology system to ensure consistent categorization.,Test,US Core Smoking Status Observation implementers,SHALL,False,Section 14.163.2
REQ-1073,1073,Category SocialHistory must have fixed code value,"""Observation.category:SocialHistory code Fixed Value: social-history""","The category must use the specific ""social-history"" code to properly classify smoking status observations.",Test,US Core Smoking Status Observation implementers,SHALL,False,Section 14.163.2
REQ-1074,1074,Tobacco smoking status observations must use valueCodeableConcept,"""Observation.code 72166-2 Tobacco smoking status or 11367-0 History of Tobacco use SHALL use valueCodeableConcept""","When using specific LOINC codes for tobacco smoking status, the value must be expressed as a coded concept rather than other data types.",Test,US Core Smoking Status Observation implementers,SHALL,True,Section 14.163.2.4
REQ-1075,1075,Pack-years observations should use valueQuantity,"""For Observation.code 401201003 Cigarette pack-years or 782516008 Number of calculated smoking pack years SHOULD use valueQuantity""","When capturing pack-years data, a quantitative value is the appropriate data type for expressing numerical smoking history calculations.",Test,US Core Smoking Status Observation implementers,SHOULD,True,Section 14.163.2.4
REQ-1076,1076,Servers must support patient and category search parameters,"""SHALL support searching using the combination of the [patient](SearchParameter-us-core-observation-patient.html) and [category](SearchParameter-us-core-observation-category.html) search parameters""",Basic search capability must be available to find smoking status observations for a specific patient within the social history category.,Test,US Core Server implementers,SHALL,False,Section 14.163.3.2
REQ-1077,1077,Servers must support patient and code search parameters,"""SHALL support searching using the combination of the [patient](SearchParameter-us-core-observation-patient.html) and [code](SearchParameter-us-core-observation-code.html) search parameters""",Servers must enable searching for specific smoking status observation types for a patient using observation codes.,Test,US Core Server implementers,SHALL,False,Section 14.163.3.2
REQ-1078,1078,"Servers must support patient, category, and date search parameters","""SHALL support searching using the combination of the [patient](SearchParameter-us-core-observation-patient.html) and [category](SearchParameter-us-core-observation-category.html) and [date](SearchParameter-us-core-observation-date.html) search parameters""",Temporal searching capability is required to find smoking status observations within specific time periods.,Test,US Core Server implementers,SHALL,False,Section 14.163.3.2
REQ-1079,1079,Servers must support date comparators for temporal searches,"""including support for these date comparators: gt,lt,ge,le""","Date-based searches must support greater than, less than, greater than or equal, and less than or equal comparisons for flexible temporal querying.",Test,US Core Server implementers,SHALL,False,Section 14.163.3.2
REQ-1080,1080,Servers providing social history data must support US Core SMART Scopes,"""Servers providing access to social history data SHALL support these [US Core SMART Scopes](scopes.html#smart-scopes)""",Authorization and access control for smoking status data must conform to SMART on FHIR scoping requirements.,Test,US Core Server implementers,SHALL,True,Section 14.163.3.1
REQ-1081,1081,MedicationRequest resource SHALL NOT contain nested contained Resources,"""If the resource is contained in another resource, it SHALL NOT contain nested Resources (contained.contained.empty())""",Constraint on MedicationRequest resource structure to prevent contained resources from having their own contained resources,Test,US Core MedicationRequest Profile implementers,SHALL,False,"Section 14.140, Invariant dom-2"
